CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
06037535901,California,Los Angeles County,1,5757,1389,0,0,0.00,0,0,0,0,0,1,20.3,55118,0,0,0,0,0,0,0,0,NULL,196,NULL,NULL,84,NULL,196,3.41,84,1.46,59,1.02,15,0.26,94,1.64,2,0.03,1,0.01,0,0.01,1,0.01,99,1.71,192,3.33,3,0.22,5,0.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2418,1662,409,3009,47,28,9,52,2612,5476,89,170
06037535902,California,Los Angeles County,1,6519,1514,0,0,0.00,0,0,0,0,0,0,7.9,73625,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1991,1831,556,3426,39,55,12,40,2947,6189,106,149
06037536000,California,Los Angeles County,1,3720,973,0,5,0.13,0,1,0,0,0,1,16.1,52409,0,1,0,1,0,0,0,0,NULL,911,NULL,NULL,380,NULL,911,24.48,380,10.22,310,8.33,49,1.31,519,13.94,3,0.07,5,0.13,0,0.00,11,0.28,374,10.05,891,23.96,43,4.41,34,3.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1456,1188,247,2085,22,22,0,35,1556,3607,142,140
06037536102,California,Los Angeles County,1,3164,1035,0,1,0.03,0,1,0,0,0,1,11.5,55417,0,1,0,1,0,0,0,0,NULL,2767,NULL,NULL,925,NULL,2767,87.45,925,29.23,656,20.72,420,13.27,1606,50.75,50,1.57,124,3.91,0,0.00,32,1.01,956,30.21,2091,66.09,54,5.18,59,5.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1079,730,493,1880,61,167,0,34,1022,2346,63,71
06037536103,California,Los Angeles County,1,5516,1403,0,1,0.02,0,0,0,0,0,0,17.7,66111,0,1,0,1,0,0,0,0,NULL,1779,NULL,NULL,663,NULL,1779,32.26,663,12.02,556,10.08,116,2.10,907,16.44,22,0.40,9,0.16,0,0.00,38,0.70,803,14.57,1667,30.22,46,3.26,85,6.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1748,1614,412,2891,42,35,0,68,2480,5219,177,270
06037536104,California,Los Angeles County,1,4052,995,0,1,0.02,0,1,0,0,0,1,22.1,55694,0,1,0,1,0,0,0,0,NULL,1493,NULL,NULL,837,NULL,1493,36.84,837,20.66,527,13.02,98,2.41,809,19.97,14,0.34,14,0.34,0,0.00,7,0.17,649,16.02,1404,34.64,18,1.81,66,6.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1766,1324,277,2092,98,36,20,28,1778,3707,62,190
06037536200,California,Los Angeles County,1,7289,1840,0,0,0.00,0,1,0,0,0,1,17.9,62500,0,1,0,1,0,0,0,0,0,5231,0,0,2289,0,5231,71.76,2289,31.41,1527,20.95,408,5.59,2681,36.78,61,0.84,134,1.84,5,0.07,65,0.90,2284,31.33,4535,62.21,81,4.43,141,7.68,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2931,2160,572,3658,94,161,8,96,3272,6362,99,205
06037540000,California,Los Angeles County,1,6973,1499,0,1,0.01,0,1,0,0,0,1,19.4,54958,0,1,0,1,0,0,0,0,31,4217,31,16,2280,16,4217,60.47,2280,32.69,1468,21.06,229,3.29,1581,22.68,303,4.34,74,1.07,13,0.19,42,0.60,2203,31.60,3776,54.16,63,4.23,174,11.60,31,0.45,16,0.23,7,0.10,3,0.05,12,0.18,2,0.03,0,0.00,1,0.02,0,0.00,15,0.22,26,0.37,2,0.11,2,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4035,2428,352,2661,447,102,23,94,3646,6318,106,297
06037540101,California,Los Angeles County,1,6483,1403,0,1,0.02,0,0,0,0,0,0,10.1,82174,0,0,0,0,0,0,0,0,NULL,65,NULL,NULL,31,NULL,65,1.00,31,0.48,25,0.39,3,0.04,30,0.46,3,0.05,2,0.03,0,0.00,0,0.00,29,0.45,59,0.91,1,0.06,2,0.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2117,1952,434,2865,496,40,11,40,3031,5795,76,228
06037540102,California,Los Angeles County,1,6972,1478,0,0,0.00,0,1,0,0,0,1,17.3,62000,0,1,0,1,0,0,0,0,NULL,3303,NULL,NULL,1336,NULL,3303,47.37,1336,19.16,1063,15.25,187,2.68,1315,18.86,418,6.00,11,0.16,30,0.43,21,0.30,1507,21.62,2797,40.11,40,2.73,86,5.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2865,2225,409,2951,857,19,36,51,3058,5955,61,191
06037540201,California,Los Angeles County,1,2370,555,0,16,0.68,0,0,0,0,0,1,28.5,41000,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1610,846,76,991,28,9,1,15,1326,2292,102,137
06037540202,California,Los Angeles County,1,6845,1560,0,518,7.57,0,0,0,0,0,1,30.4,37835,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4866,2239,572,3156,530,80,7,29,3043,5975,163,357
06037540203,California,Los Angeles County,1,5594,1258,0,123,2.20,0,0,0,0,0,1,22.3,48958,0,0,0,0,0,0,0,0,NULL,336,NULL,NULL,197,NULL,336,6.01,197,3.53,129,2.30,12,0.21,110,1.97,26,0.46,0,0.00,0,0.00,3,0.05,197,3.52,309,5.53,5,0.36,14,1.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3448,2042,251,2030,477,38,7,36,3006,5004,90,258
06037540300,California,Los Angeles County,1,5267,1124,0,0,0.00,0,1,0,0,0,1,12.5,58179,0,1,0,1,0,0,0,0,NULL,787,NULL,NULL,336,NULL,787,14.95,336,6.38,235,4.46,49,0.92,338,6.42,28,0.54,6,0.12,0,0.00,3,0.05,412,7.82,747,14.19,3,0.25,27,2.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1952,1711,312,2086,151,32,5,36,2957,5022,64,200
06037540400,California,Los Angeles County,1,2384,450,0,0,0.00,0,1,0,0,0,1,32.6,45357,0,1,0,1,0,0,0,0,NULL,2384,NULL,NULL,1696,NULL,2384,100.00,1696,71.14,874,36.66,93,3.90,739,31.00,414,17.37,3,0.13,22,0.92,18,0.76,1188,49.83,1926,80.79,58,12.78,164,36.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1909,874,93,739,414,3,22,18,1188,1926,67,180
06037540501,California,Los Angeles County,1,6943,1053,0,1839,26.49,0,1,0,0,0,1,15.8,57963,0,1,0,1,0,0,0,0,NULL,4599,NULL,NULL,1857,NULL,4599,66.23,1857,26.75,968,13.95,179,2.58,1691,24.35,1062,15.30,17,0.25,14,0.20,14,0.20,1800,25.93,3107,44.74,21,1.97,63,6.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,1741,292,2601,1225,33,26,25,3033,5227,61,121
06037540502,California,Los Angeles County,1,6552,1412,0,133,2.03,0,1,0,1,1,1,31.4,40390,0,1,0,1,0,0,0,1,NULL,4731,NULL,NULL,3009,NULL,4731,72.21,3009,45.93,1906,29.08,122,1.86,1686,25.73,616,9.41,25,0.38,12,0.18,54,0.82,2338,35.69,4033,61.55,215,15.21,346,24.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3843,2598,179,2372,890,26,13,59,3192,5513,247,492
06037540600,California,Los Angeles County,1,4271,1059,0,10,0.23,0,1,0,0,0,1,27.3,33882,0,1,0,1,0,0,0,0,NULL,1528,NULL,NULL,960,NULL,1528,35.78,960,22.49,560,13.12,68,1.60,365,8.54,305,7.14,8,0.19,0,0.00,14,0.34,836,19.57,1201,28.12,35,3.33,49,4.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3089,1500,308,883,1424,26,0,36,1902,2755,164,178
06037540700,California,Los Angeles County,1,3014,712,0,50,1.66,0,0,0,0,0,1,22.1,44527,0,0,0,0,0,0,0,0,NULL,461,NULL,NULL,317,NULL,461,15.28,317,10.52,189,6.29,21,0.70,120,3.98,133,4.41,1,0.02,0,0.00,3,0.11,204,6.76,319,10.60,9,1.21,32,4.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2087,1078,156,618,1116,4,1,22,1253,1848,49,232
06037540800,California,Los Angeles County,1,5042,1461,0,5,0.10,0,0,0,0,0,0,8.3,65564,0,0,0,0,0,0,0,0,NULL,117,NULL,NULL,46,NULL,117,2.32,46,0.91,42,0.83,9,0.17,15,0.30,59,1.17,0,0.00,0,0.01,0,0.01,42,0.83,57,1.13,4,0.28,3,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1561,1480,546,500,2890,15,2,33,1602,2065,124,137
06037540901,California,Los Angeles County,1,4994,1162,0,282,5.65,0,1,0,0,0,1,32.2,66632,0,1,0,1,0,0,0,0,NULL,2366,NULL,NULL,1062,NULL,2366,47.38,1062,21.27,672,13.45,292,5.85,580,11.61,909,18.21,5,0.10,0,0.00,4,0.08,868,17.39,1400,28.03,67,5.75,74,6.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2090,1429,537,1178,1626,26,0,26,2138,3215,128,156
06037540902,California,Los Angeles County,1,4506,1347,0,10,0.22,0,1,0,0,0,1,18.2,59734,0,1,0,1,0,0,0,0,NULL,1405,NULL,NULL,620,NULL,1405,31.18,620,13.76,318,7.06,276,6.12,74,1.65,1182,26.23,1,0.03,1,0.01,11,0.24,136,3.02,197,4.38,20,1.51,67,4.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2328,1226,601,498,2766,8,1,34,1199,1668,123,210
06037541001,California,Los Angeles County,1,1164,340,0,3,0.26,1,1,1,0,0,1,11.9,57652,1,1,1,1,1,0,0,0,743,1164,743,284,444,284,1164,100.00,444,38.17,282,24.23,173,14.86,228,19.59,574,49.31,27,2.32,14,1.20,1,0.09,320,27.49,510,43.81,23,6.67,39,11.39,743,63.87,284,24.38,180,15.46,111,9.50,139,11.91,389,33.38,15,1.30,8,0.70,1,0.05,192,16.53,321,27.58,14,4.13,24,7.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,450,282,173,228,574,27,14,1,320,510,24,41
06037541002,California,Los Angeles County,1,3209,1020,0,53,1.65,1,1,1,0,0,1,14.6,54464,1,1,1,1,1,0,0,0,1507,3095,1507,543,1115,543,3095,96.44,1115,34.75,690,21.49,525,16.35,800,24.92,1558,48.56,78,2.42,6,0.18,20,0.62,634,19.74,983,30.65,36,3.55,80,7.86,1507,46.98,543,16.93,326,10.14,268,8.34,173,5.38,1098,34.20,19,0.58,4,0.11,9,0.28,206,6.42,304,9.46,17,1.67,38,3.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1116,723,540,832,1595,82,6,21,673,1034,37,82
06037541100,California,Los Angeles County,1,3321,886,0,9,0.27,0,1,0,0,0,1,26.9,50986,0,1,0,1,0,0,0,0,NULL,721,NULL,NULL,401,NULL,721,21.72,401,12.09,228,6.88,68,2.05,174,5.23,292,8.80,1,0.04,5,0.15,3,0.08,246,7.42,417,12.55,34,3.84,37,4.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1814,1056,315,652,1630,16,6,24,993,1655,110,166
